row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
181,ARIZONA STATE UNIVERSITY-TEMPE,84042,,22.80032555615843733043950081389039609333,Institutions,ResearchFields,ENGINEERING,Engineering,
182,UNIVERSITY OF MELBOURNE,83983,,21.00625312656328164082041020510255127564,Institutions,ResearchFields,ENGINEERING,Engineering,
183,VELLORE INSTITUTE OF TECHNOLOGY (VIT),83856,,14.00868693618443033745405947210157033077,Institutions,ResearchFields,ENGINEERING,Engineering,
184,UNIVERSITY OF MACAU,83853,,19.6561181434599156118143459915611814346,Institutions,ResearchFields,ENGINEERING,Engineering,
185,ARGONNE NATIONAL LABORATORY,83691,,36.86828193832599118942731277533039647577,Institutions,ResearchFields,ENGINEERING,Engineering,
186,QATAR UNIVERSITY,83626,,23.68337581421693571226281506655338431039,Institutions,ResearchFields,ENGINEERING,Engineering,
187,SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY,83406,,16.79540877970197341925090616190092629883,Institutions,ResearchFields,ENGINEERING,Engineering,
188,UNIVERSITY OF TENNESSEE KNOXVILLE,83185,,23.6253905140585061062198239136608917921,Institutions,ResearchFields,ENGINEERING,Engineering,
189,SOOCHOW UNIVERSITY - CHINA,82581,,19.47665094339622641509433962264150943396,Institutions,ResearchFields,ENGINEERING,Engineering,
190,UNIVERSITY OF SOUTHAMPTON,82456,,18.32762836185819070904645476772616136919,Institutions,ResearchFields,ENGINEERING,Engineering,
191,DALIAN MARITIME UNIVERSITY,81843,,15.28347338935574229691876750700280112045,Institutions,ResearchFields,ENGINEERING,Engineering,
192,BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY,81065,,23.08886357163201367131871261748789518656,Institutions,ResearchFields,ENGINEERING,Engineering,
193,UNIVERSITY OF FLORIDA,80949,,20.42619227857683573050719152157456472369,Institutions,ResearchFields,ENGINEERING,Engineering,
194,UNIVERSITY OF WOLLONGONG,80940,,25.67893401015228426395939086294416243655,Institutions,ResearchFields,ENGINEERING,Engineering,
